,순위,영화명,개봉일,매출액,관객수,스크린수,배급사,coach,actor_main_name,actor_sub_name,actor_cameo_name,maker,only_gener,genre_one,year
235,236,내 여자친구를 소개합니다,2004.6.3,0,2199359,75,"씨제이이엔엠,아이러브시네마",곽재용,"['전지현', '장혁']","['김정태', '정호빈', '오정세', '김창완', '김광규', '최주현', '정한철', '안수라', '배재일', '권영빈', '백경찬', '한지빈', '원태운', '장원식', '윤선희', '임종식', '이호경', '송윤희', '김희영', '안호완', '박윤희', '박윤희']","['이기우', '우기홍']",['아이필름홀딩스']," 멜로/로맨스, 드라마 ",멜로/로맨스,2004
236,237,댄서의 순정,2005.4.28,0,2197555,68,쇼이스트,박영훈,"['박건형', '문근영']","['김지영', '임진승', '이정희', '이대연']",,['컬처캡미디어'], 드라마 ,드라마,2005
237,238,싱크홀,2021.8.11,"21,395,652,690",2195683,"1,603",쇼박스,김지훈,"['차승원', '김성균', '이광수', '권소현', '김혜준']","['김재화', '박옥출', '남다름', '정영숙', '이학주', '한태린', '김건우', '오자훈', '나철']","['장광', '김홍파', '고창석']",['더타워픽쳐스'], 코미디 ,코미디,2021
238,239,악의 연대기,2015.5.14,"17,361,815,332",2192525,776,씨제이이엔엠,백운학,"['손현주', '마동석', '최다니엘', '박서준']","['이명준', '정원중', '한성천']",['지대한'],['비에이엔터테인먼트'], 스릴러 ,스릴러,2015
239,240,강남 1970,2015.1.21,"17,717,971,499",2192172,841,쇼박스,유하,"['이민호', '김래원', '정진영']","['설현', '유승목', '한재영', '이연두', '정호빈', '최진호', '엄효섭', '최병모', '지대한', '전배수', '윤종화', '서우진', '오형근', '곽민호', '박혁민']",['김지수'],"['모베라픽처스', '쇼박스']"," 액션, 드라마 ",액션,2015
240,241,바르게 살자,2007.10.18,0,2190250,79,씨제이이엔엠,라희찬,"['정재영', '손병호', '주진모', '임지은']","['이재용', '김민진', '김규철)', '이새봄', '박성일', '박소라', '박영', '이찬', '조덕현', '이철민', '이한위', '이해영', '엄수정', '이영은', '손병욱']",,['필름있수다']," 코미디, 드라마 ",코미디,2007
241,242,늑대의 유혹,2004.7.22,0,2189453,40,쇼박스,김태균,"['강동원', '이청아', '조한선', '이명수']","['정혜영', '김현진', '정다혜', '김응수', '남정희']",['김보연'],['싸이더스'], 드라마 ,드라마,2004
242,243,황해,2010.12.22,"16,765,970,362",2167426,618,"쇼박스,이십세기폭스코리아",나홍진,"['김윤석', '하정우', '조성하']","['이철민', '이엘', '정만식', '정민성']",,['팝콘필름']," 스릴러, 액션, 범죄 ",스릴러,2010
243,244,30일,2023.10.3,"21,256,881,514",2165358,"1,226",마인드마크,남대중,"['강하늘', '정소민', '조민수', '김선영']","['황세인', '윤경호', '이상진', '원우', '송해나', '엄지윤', '임철형', '임진택', '김진만', '장지아', '서한결']","['전노민', '태인호', '강지영']",['영화사울림'], 코미디 ,코미디,2023
244,245,초능력자,2010.11.10,"15,618,440,958",2164805,622,넥스트엔터테인먼트월드(NEW),김민석,"['강동원', '고수', '김수남']","['정은채', '손지나', '최덕문']","['변희봉', '김광규', '김인권']",['영화사 집']," SF, 드라마 ",SF,2010
245,246,내 사랑 내 곁에,2009.9.24,"15,764,312,409",2160265,474,씨제이이엔엠,박진표,"['하지원', '김명민', '김여진']","['남능미', '임하룡)', '최종률', '신신애', '임종윤', '임형준', '임성민', '가인', '장원영', '김광규', '정의철', '김혜림', '임훈', '유지연', '신치영']","['강신일', '송영창', '설경구']",['영화사 집']," 드라마, 멜로/로맨스 ",드라마,2009
246,247,신의 한 수: 귀수편,2019.11.7,"18,463,776,050",2157437,"1,246",씨제이이엔엠,리건,"['권상우', '김희원', '김성균']","['허성태', '우도환', '원현준', '박상훈', '정인겸', '신수연', '스테파니리']","['유선', '이병준']","['메이스엔터테인먼트', '아지트필름']"," 범죄, 액션 ",범죄,2019
247,248,마이 웨이,2011.12.21,"15,994,803,000",2142622,645,"에스케이플래닛,씨제이이엔엠",강제규,"['장동건', '오다기리조', '판빙빙']","['강남현', '김희원', '오태경', '김시후', '김인우']",,['디렉터스']," 전쟁, 액션, 드라마 ",전쟁,2011
248,249,나의 사랑 나의 신부,2014.10.8,"16,636,404,305",2141155,629,씨네그루다우기술,임찬상,"['조정석', '신민아']","['윤정희', '김은비', '배성우', '라미란', '황정민', '서강준', '고규필', '손병욱']",['윤문식'],['필름모멘텀']," 멜로/로맨스, 코미디 ",멜로/로맨스,2014
249,250,범죄의 재구성,2004.4.15,0,2129358,50,쇼박스,최동훈,"['김윤석', '박신양', '주진모', '염정아', '이기철', '백윤식', '김상호', '이인성']","['이문식', '천호진', '박원상', '이경헌', '손지나', '조희봉', '손병욱']",,['싸이더스'], 스릴러 ,스릴러,2004
250,251,사랑,2007.9.19,0,2123815,78,롯데쇼핑㈜롯데엔터테인먼트,곽경택,"['주진모', '박시연', '김민준', '주현']","['김혜정', '최지은', '임성규', '임현성']",['김광규'],"['진인사필름', '태원엔터테인먼트']"," 멜로/로맨스, 액션 ",멜로/로맨스,2007
251,252,세븐 데이즈,2007.11.14,"38,146,000",2120741,297,프라임엔터테인먼트,원신연,"['김윤진', '김미숙', '박희순']","['최명수', '장항선', '양진우', '정동환', '이도겸', '조덕현', '서동수', '신현종', '길해연', '강나일', '권병길']","['오광록', '옥지영']",['영화사윤앤준']," 스릴러, 범죄 ",스릴러,2007
252,253,굿바이 싱글,2016.6.29,"16,912,706,195",2108273,841,쇼박스,김태곤,"['김혜수', '마동석', '김현수', '김용건']","['서현진', '곽시양', '전석호', '황미영', '이수경', '안재홍', '김고은']","['이미도', '이성민', '박지영)', '정원중']","['호두앤유 엔터테인먼트', '영화사람']"," 코미디, 드라마 ",코미디,2016
253,254,사생결단,2006.4.27,0,2104716,78,씨제이이엔엠,최호,"['류승범', '황정민']","['이수현', '김혜정', '추자현', '민도기', '신영주', '김훈희', '조원식', '박정률', '김의석', '임효우', '변미선', '김근형', '김성기', '김인식', '박병철', '장진호', '전성길', '이성만', '염지선', '양진철', '양정렬']",,['엠케이픽처스'], 액션 ,액션,2006
254,255,몽타주,2013.5.16,"15,002,458,500",2095592,540,넥스트엔터테인먼트월드(NEW),정근섭,"['엄정화', '김상경', '송영창']","['조희봉', '정해균', '유승목', '이준혁', '오대환', '기주봉']",,['미인픽쳐스'], 스릴러 ,스릴러,2013
255,256,색즉시공 시즌2,2007.12.12,"511,288,500",2088134,89,씨제이이엔엠,윤태윤,"['임창정', '송지효', '최성국', '신이', '김형일']","['정혜윤', '이상윤', '박영수']",,['미인픽쳐스'], 코미디 ,코미디,2007
256,257,명당,2018.9.19,"17,900,775,524",2087474,"1,117",플러스엠 엔터테인먼트,박희곤,"['조승우', '지성', '김성균', '백윤식', '문채원', '유재명', '박충선']","['이원근', '김민재', '강태오', '정재헌', '김규선', '김서현', '전신환', '조현식']","['허성태', '심희섭']",['주피터필름'], 사극 ,사극,2018
257,258,내부자들: 디 오리지널,2015.12.31,"16,973,885,275",2083999,838,쇼박스,우민호,"['이병헌', '조승우', '백윤식']","['이경영', '김홍파', '배성우', '조재윤', '김대명', '조우진', '이엘', '정만식', '김병옥', '박진우', '남일우', '김의성']",,['내부자들 문화전문회사']," 범죄, 드라마 ",범죄,2015
258,259,쩨쩨한 로맨스,2010.12.1,"15,901,620,661",2080574,463,롯데쇼핑㈜롯데엔터테인먼트,김정훈,"['이선균', '최강희', '류현경', '오정세']","['석정현', '조성환', '송유하', '박성일', '조은지']",['이원종'],['크리픽쳐스']," 코미디, 멜로/로맨스 ",코미디,2010
259,260,청춘만화,2006.3.23,0,2066354,86,쇼박스,이한,"['권상우', '김하늘', '이상우']","['강기화', '이영철', '이경진', '장미인애', '최종률']",,['팝콘필름']," 코미디, 멜로/로맨스 ",코미디,2006
260,261,눈에는 눈 이에는 이,2008.7.31,"13,414,023,500",2058764,445,롯데쇼핑㈜롯데엔터테인먼트,곽경택,"['한석규', '차승원']","['송영창', '김윤태', '이병준', '김혜정', '박영찬', '임성규', '김지석', '손병욱']",['김해숙'],['태원엔터테인먼트']," 범죄, 스릴러, 액션 ",범죄,2008
261,262,비상선언,2022.8.3,"20,926,361,328",2058762,"1,734",쇼박스,한재림,"['송강호', '이병헌', '전도연', '김남길', '임시완', '김소진', '박해준']","['우미화', '현봉식', '문숙', '설인아', '권한솔', '김보민', '김국희', '임형국', '이열음', '임성재']",,"['매그넘나인 9', '씨제스엔터테인먼트 -', '씨네주 유한회사']", 드라마 ,드라마,2022
262,263,뷰티 인사이드,2015.8.20,"16,155,795,131",2054297,648,넥스트엔터테인먼트월드(NEW),백,"['한효주', '김대명', '도지한', '배성우', '박신혜', '이범수', '박서준', '김상호', '천우희', '우에노주리', '이재준', '김민재', '이현우', '조달환', '이진욱', '홍다미', '서강준', '김희원', '이동욱', '고아성', '김주혁', '유연석']","['이동휘', '문숙', '이경영', '최용민', '이미도', '신동미', '김시은', '박근록', '박민수']",,['용필름']," 판타지, 멜로/로맨스 ",판타지,2015
263,264,봉이 김선달,2016.7.6,"16,227,052,642",2051277,942,씨제이이엔엠,박대민,"['유승호', '조재현', '고창석', '라미란', '시우민', '전석호']","['서예지', '권태원']","['연우진', '김정화']","['엠픽처스', '에스엔케이픽처스']", 사극 ,사극,2016
264,265,아라한 장풍대작전,2004.4.30,0,2050000,87,시네마서비스,류승완,"['류승범', '윤소이', '안성기', '이무룡']","['김지영', '정두홍', '윤주상']",['안길강'],['싸이더스']," 액션, 드라마 ",액션,2004
265,266,비열한 거리,2006.6.15,0,2047808,82,씨제이이엔엠,유하,"['조인성', '천호진', '이보영', '박세환', '임정우']","['남궁민', '진구', '윤제문', '선우은숙', '이종혁']",,['싸이더스']," 액션, 범죄, 드라마 ",액션,2006
266,267,천문: 하늘에 묻는다,2019.12.26,"16,502,543,020",2000490,"1,198",롯데컬처웍스롯데엔터테인먼트,허진호,"['최민식', '한석규']","['신구', '김홍파', '허준호', '김태우', '김원해', '임원희', '오광록', '박성훈', '전여빈', '김승훈', '윤제문', '민경진', '이동용', '김승태', '최재섭', '이서환', '류지훈', '김성강']",,['하이브미디어코프'], 사극 ,사극,2019
267,268,시실리 2km,2004.8.13,0,1987380,36,쇼박스,신정원,"['권오중', '김윤석', '임은경', '임창정', '주진모', '최원석']","['변희봉', '우현', '박명신', '최원영']",['신이'],['한맥영화'], 코미디 ,코미디,2004
268,269,육사오(6/45),2022.8.24,"19,791,166,880",1980769,"1,159","홈초이스,싸이더스",박규태,"['고경표', '이이경', '음문석', '박세완', '이순원', '곽동연', '김민호']","['류승수', '윤병희', '이준혁', '신원호', '남도윤', '서정우', '최민혁']","['정인기', '박희진', '이현걸', '오현수']","['티피에스컴퍼니', '싸이더스']", 코미디 ,코미디,2022
269,270,남자가 사랑할 때,2014.1.22,"14,510,222,300",1979311,531,넥스트엔터테인먼트월드(NEW),한동욱,"['황정민', '한혜진', '곽도원', '최우리']","['정만식', '손세빈', '김정수', '김병옥', '김홍파', '남일우', '남문철', '박지환', '강민아']",,"['사나이픽처스', '필름트레인']"," 멜로/로맨스, 드라마 ",멜로/로맨스,2014
270,271,효자동 이발사,2004.5.5,0,1972377,65,쇼박스,임찬상,"['문소리', '송강호', '이재응']","['주진모', '오달수', '노형욱', '류승수', '손병호', '조영진', '윤주상']",,['영화사청어람'], 드라마 ,드라마,2004
271,272,협상,2018.9.19,"17,032,133,166",1967721,919,씨제이이엔엠,이종석,"['현빈', '손예진']","['김상호', '장영남', '장광', '조영진', '이주영', '박수영', '이학주', '이시아', '최병모', '박성근', '정인겸', '김민상']",['이문식'],"['제이케이필름', '그리고픽처스', '씨제이이엔엠']", 범죄 ,범죄,2018
272,273,가족,2004.9.3,0,1932304,44,튜브엔터테인먼트,이정철,"['수애', '주현', '박지빈']","['박희순', '박상영', '정욱', '전국환']",,['튜브픽쳐스'], 드라마 ,드라마,2004
273,274,애자,2009.9.9,"13,785,879,439",1922634,262,시너지하우스 (시너지),정기훈,"['최강희', '김영애', '정혜선']","['소주영', '허서영', '장영남', '최일화']",,['시리우스픽쳐스']," 드라마, 코미디 ",드라마,2009
274,275,내안의 그놈,2019.1.9,"16,412,116,567",1916855,"1,041","메리크리스마스,TCO더콘텐츠온",강효진,"['박성웅', '진영', '라미란']","['이수민', '이준혁', '김광규', '민지아', '윤경호', '김현목', '권혁범', '이호수', '박경혜', '조현영', '이풍운']",['김홍파'],"['에코필름', '전망좋은 영화사']"," 판타지, 코미디 ",판타지,2019
275,276,천박사 퇴마 연구소: 설경의 비밀,2023.9.27,"18,635,492,555",1916429,"1,511",씨제이이엔엠,김성식,"['강동원', '허준호', '이솜', '이동휘', '김종수']","['박소이', '윤병희', '주보비', '박경혜', '이규호', '김원해']","['이정은', '박명훈', '지수']",['외유내강']," 판타지, 액션 ",판타지,2023
276,277,잠복근무,2005.3.17,0,1914941,64,쇼박스,박광춘,"['김원진', '공유', '김선아']","['하정우', '이범수', '남상미', '강경희', '홍수아', '김상호']",,"['마인엔터테인먼트', '시리우스픽쳐스']"," 코미디, 액션 ",코미디,2005
277,278,그림자 살인,2009.4.2,"12,805,808,556",1914779,387,씨제이이엔엠,박대민,"['황정민', '류덕환', '오달수', '엄지원', '박진우']","['송요셉', '홍서백', '홍의정', '홍의정', '김동길', '김경숙', '우승연', '최광락', '정상수', '김춘식', '최유리', '이경태', '김요섭', '이정홍', '오태경', '엄효섭', '윤제문', '김향기', '권태원', '김응수']",,['씨제이이엔엠']," 미스터리, 스릴러, 사극, 범죄 ",미스터리,2009
278,279,#살아있다,2020.6.24,"15,965,329,900",1903703,"1,882",롯데컬처웍스롯데엔터테인먼트,조일형,"['유아인', '박신혜']","['전배수', '김학선', '김현우', '김훈만', '박철민', '박철민', '소회정', '이현욱', '주보비']",,"['영화사 집', '퍼스펙티브픽쳐스']", 드라마 ,드라마,2020
279,280,헤어질 결심,2022.6.29,"19,678,744,478",1897784,"1,374",씨제이이엔엠,박찬욱,"['박해일', '탕웨이', '이정현']","['고경표', '김신영', '정영숙', '유승목', '서현우', '정이서', '이학주']","['박정민', '박용우', '유태오']",['모호필름']," 미스터리, 멜로/로맨스 ",미스터리,2022
280,281,오늘의 연애,2015.1.14,"14,924,654,487",1891993,709,씨제이이엔엠,박진표,"['이승기', '문채원']","['이서진', '이경진', '류화영']","['김광규', '김부선', '가인', '임종윤', '남능미', '김소연']",['팝콘에프앤엠']," 멜로/로맨스, 코미디 ",멜로/로맨스,2015
281,282,글러브,2011.1.20,"13,757,574,500",1888100,605,씨제이이엔엠,강우석,"['강신일', '유선', '정재영', '조진웅', '장기범차명재)', '이현우김진만)']","['김혜성장대근)', '김경호', '조찬형', '안창현', '김선우', '김동영']",,['시네마서비스'], 드라마 ,드라마,2011
282,283,라디오 스타,2006.9.28,0,1879501,72,시네마서비스,이준익,"['박중훈', '안성기', '신정근']","['김현아', '강광원', '함수연', '손덕배', '최정윤', '황현성', '노브레인', '정석용', '윤주상', '안미나']",['김장훈'],"['영화사아침', '씨네월드']", 드라마 ,드라마,2006
283,284,해결사,2010.9.9,"14,063,913,437",1873327,524,"넥스트엔터테인먼트월드(NEW),에스비에스콘텐츠허브",권혁재,"['설경구', '이정진', '오달수']","['주진모', '문정희', '송새벽', '김형주']",,['외유내강']," 액션, 스릴러 ",액션,2010
284,285,코리아,2012.5.3,"13,448,848,500",1872681,537,씨제이이엔엠,문현성,"['하지원', '배두나']","['한예리', '최윤영', '박철민', '김응수', '오정세', '이종석', '박영서', '박정학', '박지연', '김재화', '김원해', '이한위', '장리우', '이주실', '권태원', '이정민']",,"['더타워픽쳐스', '씨제이이엔엠', '웰메이드스타엠']", 드라마 ,드라마,2012
285,286,아이들...,2011.2.17,"13,579,712,500",1867849,504,롯데쇼핑㈜롯데엔터테인먼트,이규만,"['박용우', '류승룡', '성동일', '성지루', '김여진']","['박병은', '주진모', '조덕제', '서영화', '이의수', '손광익', '임태환', '최동훈', '정계순', '박미현', '이상희']","['전국환', '서주희', '라미란']","['누리픽쳐스', '롯데쇼핑롯데엔터테인먼트']"," 범죄, 스릴러 ",범죄,2011
286,287,연애의 온도,2013.3.21,"13,798,864,446",1865195,567,롯데쇼핑㈜롯데엔터테인먼트,노덕,"['이민기', '김민희']","['최무성', '라미란', '박병은', '하연수', '김강현']",,['뱅가드스튜디오']," 멜로/로맨스, 코미디 ",멜로/로맨스,2013
287,288,마약왕,2018.12.19,"16,222,446,942",1864076,"1,297",쇼박스,우민호,"['송강호', '조정석', '배두나']","['김소진', '김대명', '이희준', '조우진', '김준한', '이봉련', '유재명', '이중옥', '이서환']","['이성민', '김홍파']",['하이브미디어코프']," 범죄, 드라마 ",범죄,2018
288,289,구세주,2006.2.16,0,1858668,54,쇼이스트,김정우,"['최성국', '신이', '김수미']","['박준규', '이상현', '백일섭', '김광규']",['이원종'],['익영영화']," 코미디, 액션, 멜로/로맨스 ",코미디,2006
289,290,조폭마누라2-돌아온 전설,2003.9.5,,1858077,55,씨제이이엔엠,정흥순,"['신은경', '김영호', '장세진']","['박준규', '홍수아', '윤태현', '류시현', '서현정', '이단비', '주현']",['이원종'],['현진씨네마'], 액션 ,액션,2003
290,291,노무현입니다,2017.5.25,"14,554,935,612",1854867,775,"CGV아트하우스,영화사 풀",이창재,['노무현'],,,['영화사 풀'], 다큐멘터리 ,다큐멘터리,2017
291,292,집으로 가는 길,2013.12.11,"13,048,519,745",1854625,740,씨제이이엔엠,방은진,"['전도연', '고수']","['류태호', '조승연', '최민철', '허준석', '배성우', '이동휘', '오연아', '박지일']","['장광', '김해곤']","['씨제이이엔엠', '다세포클럽']", 드라마 ,드라마,2013
292,293,악마를 보았다,2010.8.12,"14,148,937,025",1848418,494,쇼박스,김지운,"['이병헌', '최민식']","['조승민', '김인서', '최무성', '천호진', '오산하', '전국환']",,"['페퍼민트앤컴퍼니', '씨즈엔터테인먼트']", 스릴러 ,스릴러,2010
293,294,바람피기 좋은 날,2007.2.8,0,1847875,95,시네마서비스,장문일,"['김혜수', '윤진서', '이종혁', '이민기']","['김도연', '황정민']",['정은표'],['아이필름홀딩스']," 드라마, 멜로/로맨스, 코미디 ",드라마,2007
294,295,나의 PS 파트너,2012.12.6,"13,896,872,616",1831725,552,씨제이이엔엠,변성현,"['지성', '김아중']","['신소율', '강경준', '김성오', '정수영', '문지윤', '김보미', '지은', '최은두', '박준기', '신해철']",['김보연'],['나의PS파트너 문화산업전문회사']," 멜로/로맨스, 코미디 ",멜로/로맨스,2012
295,296,뺑반,2019.1.30,"15,222,811,848",1826714,"1,285",쇼박스,한준희,"['공효진', '류준열', '조정석', '유연수']","['염정아', '전혜진', '손석구', '김기범', '이성욱', '박예영', '이성민']",['김고은'],"['오리진필름', '쇼박스']"," 범죄, 액션 ",범죄,2019
296,297,흡혈형사 나도열,2006.2.9,0,1824822,70,쇼박스,이시명,"['김수로', '조여정']","['김은경', '이동은', '윤신애', '백민정', '손병호']",['김인문'],"['영화사청어람', '에스엠필름 -']"," 코미디, 드라마 ",코미디,2006
297,298,변신,2019.8.21,"15,417,922,925",1804112,975,에이스메이커무비웍스,김홍선,"['배성우)', '성동일', '장영남)', '김혜준)', '조이현', '김강훈', '이장원']","['김귀선', '김세희']",['백윤식'],['다나크리에이티브']," 공포(호러), 스릴러 ",공포(호러),2019
298,299,차우,2009.7.15,"12,676,951,144",1799356,397,롯데쇼핑㈜롯데엔터테인먼트,신정원,"['엄태웅', '정유미', '윤제문', '권영국', '박혁권', '장항선']","['김기천', '강구현', '홍세인', '정윤민', '하성광', '이상희', '박혜진']",['최원영'],['영화사수작']," 액션, 어드벤처, 코미디 ",액션,2009
299,300,목포는 항구다,2004.2.20,0,1795700,32,코리아픽쳐스,김지훈,"['김윤태', '차인표', '조재현']","['송선미', '박원서', '이선규', '이예은', '손병호', '최덕문', '김일우', '정경호', '정상훈', '권혁호', '권태원', '정인기', '정희태']","['이한위', '기주봉']",['기획시대']," 드라마, 코미디 ",드라마,2004
300,301,강철비2: 정상회담,2020.7.29,"14,655,366,110",1790797,"2,137",롯데컬처웍스롯데엔터테인먼트,양우석,"['정우성', '유연석', '곽도원', '앵거스맥페이든']","['신정근', '류수영', '염정아', '김용림', '김명곤', '장광', '이재용', '안내상', '손종학', '하쿠류', '크리스틴달튼', '스콧로웰', '서동갑', '김승태', '정진각', '유성주', '김중희', '김중기', '신수연', '심희섭']",,['스튜디오게니우스우정']," 드라마, 액션 ",드라마,2020
301,302,아내가 결혼했다,2008.10.23,"11,995,855,000",1788748,414,씨제이이엔엠,정윤수,"['손예진', '김주혁']","['주상욱', '이주실', '천성훈', '김병춘']",['오정세'],['주피터필름']," 멜로/로맨스, 드라마 ",멜로/로맨스,2008
302,303,여고괴담 세번째 이야기: 여우계단,2003.8.1,0,1784479,44,시네마서비스,윤재연,"['송지효', '박한별', '박지연', '조안']","['홍수아', '홍지혜']",,['씨네이천   2000'], 공포(호러) ,공포(호러),2003
303,304,공범,2013.10.24,"12,333,110,882",1766285,611,씨제이이엔엠,국동석,"['손예진', '김갑수', '임형준']","['이규한', '조안', '유원선', '이선아', '장루비', '최단비', '함채영', '김광규', '박사랑']","['강신일', '임종윤']",['선샤인필름']," 스릴러, 드라마 ",스릴러,2013
304,305,대호,2015.12.16,"13,489,904,632",1762742,892,넥스트엔터테인먼트월드(NEW),박훈정,['최민식'],"['정만식', '김상호', '성유빈', '오스기렌', '정석원', '김홍파', '라미란', '이나라', '현승민', '우정국', '박인수', '유재명']",,['사나이픽처스'], 사극 ,사극,2015
305,306,제보자,2014.10.2,"13,515,762,802",1755181,676,플러스엠 엔터테인먼트,임순례,"['박해일', '유연석', '이경영']","['박원상', '류현경', '송하윤', '김강현', '김수안', '김중기', '이봉규', '이승준', '김경란', '남명렬', '박성근']","['김원해', '장광', '김영재', '황정민', '한기중', '이미도', '최용민', '권해효']",['영화사수박'], 드라마 ,드라마,2014
306,307,바람난 가족,2003.8.14,,1748258,32,영화사청어람,임상수,"['문소리', '황정민', '윤여정', '김인문', '남수진']","['봉태규', '백정림', '성지루']",['김여진'],['명필름'], 드라마 ,드라마,2003
307,308,거룩한 계보,2006.10.19,0,1744677,94,씨제이이엔엠,장진,"['정재영', '정준호']","['김상일', '주진모', '박용민', '김광현', '김규철', '김도희', '김성진', '임도영', '정용수', '이승영', '오창렬', '이영준', '이정', '장영남', '이철민', '이한위', '이해영', '이상훈']",['윤유선'],['시네마서비스글로벌']," 드라마, 액션 ",드라마,2006
308,309,전설의 주먹,2013.4.10,"12,777,314,500",1744585,724,씨제이이엔엠,강우석,"['황정민', '유준상', '이요원', '윤제문', '정웅인', '김태형']","['성지루', '지우', '박정민', '박진우', '서범식)', '강신일', '강성진', '김종수', '이정혁']",,['시네마서비스']," 드라마, 액션 ",드라마,2013
309,310,연애의 목적,2005.6.10,0,1735977,75,씨제이이엔엠,한재림,"['강혜정', '박해일', '이은숙']","['이대연', '박그리나', '이현정', '박준명']",,['싸이더스']," 드라마, 코미디, 멜로/로맨스 ",드라마,2005
310,311,엽기적인 그녀,2001.7.26,0,1735692,0,"이언픽쳐스,시네마서비스",곽재용,"['전지현', '차태현', '박승배', '이은정']","['한진희', '김인문', '김일우', '송옥숙', '조경훈']",['양금석'],['신씨네'], 코미디 ,코미디,2001
311,312,주먹이 운다(Crying Fist),2005.4.1,0,1728477,71,쇼이스트,류승완,"['최민식', '류승범']","['임원희', '변희봉', '나문희', '기주봉', '오달수', '서혜린', '김지훈']",['이도겸'],"['브라보엔터테인먼트', '시오필름']", 드라마 ,드라마,2005
312,313,러브픽션,2012.2.29,"13,200,412,500",1726202,617,넥스트엔터테인먼트월드(NEW),전계수,"['하정우', '공효진', '김재화']","['이병준', '지진희', '유인나', '조희봉', '조희봉']",,"['삼거리픽쳐스', '판타지오']"," 멜로/로맨스, 코미디 ",멜로/로맨스,2012
313,314,교섭,2023.1.18,"17,460,908,740",1721100,"1,289",플러스엠 엔터테인먼트,임순례,"['황정민', '현빈', '강기영']",,,"['영화사수박', '원테이크필름']", 드라마 ,드라마,2023
314,315,담보,2020.9.29,"14,749,476,550",1719592,"1,342",씨제이이엔엠,강대규,"['성동일', '하지원', '김희원']","['박소이', '김재화', '홍승희', '유태오', '유성주', '정인기', '진유영', '이재용', '박현숙', '유순웅', '차청화', '장명갑)', '김민주']",['나문희'],"['제이케이필름', '레드로버', '씨제이이엔엠', '영화사연']", 드라마 ,드라마,2020
315,316,평양성,2011.1.27,"12,684,530,500",1717566,451,롯데쇼핑㈜롯데엔터테인먼트,이준익,"['정진영', '이문식', '류승룡', '윤제문', '선우선', '이광수', '류담']","['신정근', '류승수', '강하늘', '정석용', '김민상', '조철현']","['이원종', '전원주', '박용우', '류승완', '김병만', '황정민']","['영화사아침', '타이거픽쳐스']"," 전쟁, 코미디, 드라마 ",전쟁,2011
316,317,파파로티,2013.3.14,"11,825,934,000",1716429,552,쇼박스,윤종찬,"['한석규', '이제훈']","['오달수', '조진웅', '강소라', '이재용', '배성우', '차종호', '성유빈', '이유준', '정민성', '이상훈', '오창경']",['김지석'],['케이엠컬쳐'], 드라마 ,드라마,2013
317,318,쎄시봉,2015.2.5,"13,570,381,911",1714803,829,씨제이이엔엠,김현석,"['김윤석', '정우', '한효주', '김희애', '진구', '장현성', '강하늘', '조복래', '김인권']","['이미소', '안재홍', '이대연', '권해효']",,"['유한회사 제이필름', '무브픽쳐스']"," 멜로/로맨스, 코미디, 드라마 ",멜로/로맨스,2015
318,319,밀양,2007.5.23,0,1710364,83,시네마서비스,이창동,"['전도연', '송강호']","['조영진', '김영재', '김종수', '오만석', '김미경', '김영선', '김미향', '이민호', '김혜정', '성종훈', '김명희', '조영숙', '박종섭', '조은진', '박현배', '조현아', '이동영', '강희원', '문성환', '김관규', '운기진', '최선화', '임광명', '박성도', '이혜영', '이유림', '이해미', '김미경', '이윤희']",,['파인하우스필름'], 드라마 ,드라마,2007
