,순위,영화명,개봉일,매출액,관객수,스크린수,배급사,coach,actor_main_name,actor_sub_name,actor_cameo_name,maker,only_gener,genre_one,year
319,320,님은 먼 곳에,2008.7.24,"11,211,235,000",1706576,499,쇼박스,이준익,"['수애', '정진영', '정경호', '주진모', '신현탁']","['조미령', '이주실', '박윤호']",['신정근'],['타이거픽쳐스']," 드라마, 전쟁 ",드라마,2008
320,321,시민덕희,2024.1.24,"16,105,314,097",1705223,"1,272",쇼박스,박영주,"['라미란', '공명', '염혜란', '박병은', '장윤주', '이무생', '안은진']",,,"['씨제스엔터테인먼트 -', '페이지원필름']", 드라마 ,드라마,2024
321,322,품행제로,2002.12.26,0,1694637,29,영화사청어람,조근식,"['류승범', '공효진', '임은경']","['제이', '이동협', '윤선아', '박성빈']","['금보라', '류승수']",['케이엠컬쳐'], 코미디 ,코미디,2002
322,323,조폭마누라3,2006.12.28,0,1690465,71,쇼박스,조진규,"['이범수', '서기']",['조희봉'],,['쇼박스']," 액션, 코미디 ",액션,2006
323,324,불꽃처럼 나비처럼,2009.9.24,"12,447,633,504",1690294,437,쇼박스,김용균,"['조승우', '수애', '천호진', '김선화', '남현정', '이대현']","['최경원', '최재웅', '박민희', '고수희', '이용녀', '김영민']",['이상훈'],['싸이더스']," 멜로/로맨스, 사극 ",멜로/로맨스,2009
324,325,알포인트,2004.8.20,0,1689000,42,시네마서비스,공수창,"['감우성', '손병호', '박원상', '오태경', '김병철', '이동운']","['이선균', '손진호', '문영동', '정경호', '기주봉', '조현수']",,['씨앤필름'], 전쟁 ,전쟁,2004
325,326,피끓는 청춘,2014.1.22,"11,688,382,888",1676040,679,롯데쇼핑㈜롯데엔터테인먼트,이연우,"['박보영', '이종석', '이세영', '김영광']","['신현탁', '이은정', '김지혜', '김하경', '박정민', '라미란', '권해효', '김희원', '전수진', '이승근']",['김광규'],['담소필름']," 코미디, 멜로/로맨스, 드라마 ",코미디,2014
326,327,PMC: 더 벙커,2018.12.26,"14,024,838,424",1671548,"1,081",씨제이이엔엠,김병우,"['하정우', '이선균']","['제니퍼엘', '민무제', '강신철']",['신현빈'],['퍼펙트스톰필름'], 액션 ,액션,2018
327,328,공모자들,2012.8.29,"12,240,964,500",1646142,496,"씨너스엔터테인먼트,타임스토리그룹",김홍선,"['임창정', '최다니엘', '오달수', '조윤희', '정지윤']","['조달환', '최일화', '허준석', '윤상호']",['손종학'],['영화사채움']," 범죄, 스릴러 ",범죄,2012
328,329,그대를 사랑합니다,2011.2.17,"12,040,035,000",1645126,242,넥스트엔터테인먼트월드(NEW),추창민,"['이순재', '윤소정', '송재호', '김수미', '송지효', '오달수']","['박남희', '이상훈', '김비비']",['김향기'],"['세인트 폴 시네마', '그대사 엔터테인먼트', '인벤트스톤']", 드라마 ,드라마,2011
329,330,인질,2021.8.18,"15,585,244,870",1638439,"1,288",넥스트엔터테인먼트월드(NEW),필감성,"['황정민', '김재범', '이유미', '류경수', '정재원', '이규원', '이호정']","['조경현', '신현종', '백주희', '한규원', '지남혁', '류성현', '김재철', '임형태', '강덕중']",['박성웅'],"['외유내강', '샘컴퍼니']"," 액션, 스릴러 ",액션,2021
330,331,임금님의 사건수첩,2017.4.26,"12,648,793,723",1634403,"1,054",씨제이이엔엠,문현성,"['이선균', '안재홍']","['김희원', '주진모', '장영남', '경수진', '정해인', '조영진', '김응수']",['박정민'],"['영화사람', '씨제이이엔엠', '더타워픽쳐스']"," 코미디, 어드벤처, 액션 ",코미디,2017
331,332,고死 : 피의 중간고사,2008.8.7,"10,299,976,000",1634051,270,에스케이텔레콤,창,"['이범수', '남규리', '김범', '윤정희']","['권현상', '백하나', '이도현', '이얼', '공정환', '손여은']",,"['코어콘텐츠미디어', '워터앤트리']"," 공포(호러), 스릴러 ",공포(호러),2008
332,333,걸캅스,2019.5.9,"13,807,476,134",1628963,973,씨제이이엔엠,정다원,"['라미란', '이성경', '윤상현', '강문봉', '강성하', '이윤희']","['최수영', '염혜란', '위하준', '주우재', '강홍석', '김도완', '한수현', '조병규', '위하준', '안창환', '전석호']",['성동일'],['필름모멘텀']," 코미디, 액션 ",코미디,2019
333,334,두근두근 내 인생,2014.9.3,"12,291,081,634",1624601,629,씨제이이엔엠,이재용,"['송혜교', '강동원', '조성목']","['백일섭', '황석정', '허준석', '김소진', '채서진']",['서현'],['영화사 집'], 드라마 ,드라마,2014
334,335,권순분여사 납치사건,2007.9.12,0,1619190,86,시네마서비스,김상진,"['강성진', '유해진', '나문희', '백상열']","['김서현', '강경덕', '김홍택', '신승훈', '조영민', '백성기', '김기환', '유대현', '유용주', '이호철', '이은수', '최수영', '김진숙', '이준영', '박상면', '박준면']",['윤문식'],"['어나더썬데이', '감독의집']", 코미디 ,코미디,2007
335,336,우아한 거짓말,2014.3.13,"11,727,360,300",1618988,555,CGV아트하우스,이한,"['김희애', '고아성', '김유정', '김향기', '유아인']","['강다영', '박지영', '이재구', '김민아', '김지훈', '김정영', '박수영', '천우희', '한이진']",,"['유비유필름', '무비락']", 드라마 ,드라마,2014
336,337,무방비도시,2008.1.10,"10,591,349,944",1613728,336,씨제이이엔엠,이상기,"['김명민', '손예진', '김해숙', '김철준', '김기천']","['김준배', '김정태', '홍의정', '김병옥', '박종희', '심민섭', '박찬형', '황혜영', '최동현', '이상하', '유재영', '박병렬', '장지용', '윤유선', '오정미', '이규환', '김영덕', '김영두', '이창영', '박길수', '조상건', '지대한', '손병호']","['박성웅)', '이얼']","['유비유필름', '무비락']"," 범죄, 액션 ",범죄,2008
337,338,하울링,2012.2.16,"11,765,293,500",1612554,550,씨제이이엔엠,유하,"['송강호', '이나영']","['이태리', '임현성', '정진', '신정근', '이민아', '조영진', '남보라', '권태원', '박선우', '정민성']",,['오퍼스픽쳐스']," 범죄, 드라마 ",범죄,2012
338,339,복면달호,2007.2.14,0,1611192,64,㈜스튜디오이쩜영,김상찬,"['차태현', '임채무', '이소연']","['정석용', '이병준', '조영호', '조용준', '박선우', '박영서']",['김기현'],"['인앤인픽쳐스', '스튜디오이쩜영']"," 코미디, 드라마 ",코미디,2007
339,340,사자,2019.7.31,"12,917,306,145",1609737,"1,405",롯데컬처웍스롯데엔터테인먼트,김주환,"['박서준', '안성기', '우도환', '김근영', '손우진', '최성아', '배한용']","['박지현', '정지훈', '이승희', '심희섭', '이찬유', '김시은', '김선민', '정의순', '김범수', '박재홍', '차시원', '류경수', '서정연', '박재홍', '최지민']","['이승준', '최우식', '박진주']",['키이스트']," 미스터리, 액션, 판타지, 공포(호러) ",미스터리,2019
340,341,신라의 달밤,2001.6.23,0,1608211,0,시네마서비스,김상진,"['김혜수', '이성재', '차승원', '유해진']","['김영준', '성지루', '이원종', '조상건', '이종수']",['강성진'],"['좋은영화', '좋은영화']", 코미디 ,코미디,2001
341,342,가문의 영광,2002.9.12,,1605775,45,시네마서비스,정흥순,"['김정은', '정준호', '유동근', '성지루', '박상욱', '김세영']","['박근형', '이서연']",,['태원엔터테인먼트'], 코미디 ,코미디,2002
342,343,창궐,2018.10.25,"13,275,772,490",1599290,"1,351",넥스트엔터테인먼트월드(NEW),김성훈,"['현빈', '장동건']","['조우진', '정만식', '이선빈', '김의성', '조달환', '박진우', '서지혜)', '한지은', '공정환', '박지아', '김승환', '허성태', '허준석']","['김태우)', '김주혁']","['리양필름', '영화사 이창']"," 사극, 액션 ",사극,2018
343,344,더 폰,2015.10.22,"12,309,164,568",1593694,794,넥스트엔터테인먼트월드(NEW),김봉주,"['손현주', '엄지원', '배성우']","['이철민', '노정의', '장인섭', '조달환', '황석정']",,['미스터로맨스']," 스릴러, 액션 ",스릴러,2015
344,345,성난황소,2018.11.22,"13,236,490,737",1593386,"1,010",쇼박스,김민호,"['마동석', '송지효', '김성오', '박지환', '이세영']","['장혁진', '박지훈', '김민재', '이성우', '정인기']",,"['주식회사 플러스미디어엔터테인먼트', '비에이엔터테인먼트']"," 범죄, 액션 ",범죄,2018
345,346,간 큰 가족,2005.6.9,0,1593038,75,쇼박스,조명남,"['감우성', '김수미', '김수로', '김도연', '성지루', '신이']",['이칸희'],,['두사부필름'], 코미디 ,코미디,2005
346,347,집으로...,2002.4.4,,1576943,32,"팝엔터테인먼트,씨제이이엔엠",이정향,"['유승호', '김을분', '동효희']",,,['튜브픽쳐스'], 드라마 ,드라마,2002
347,348,와일드 카드,2003.5.16,0,1571931,47,시네마서비스,김유진,"['양동근', '정진영', '기주봉', '이동규', '한채영', '김희찬']","['김규민', '김명국']",,"['씨앤필름', '유진이앤씨']", 범죄 ,범죄,2003
348,349,삼진그룹 영어토익반,2020.10.21,"13,985,885,870",1571774,"1,615",롯데컬처웍스롯데엔터테인먼트,이종필,"['고아성', '이솜', '박혜수']","['백현진', '조현철', '김종수', '김원해', '배해선', '데이비드맥기니스', '이성욱']",,['더램프'], 드라마 ,드라마,2020
349,350,무적자,2010.9.16,"11,816,488,677",1571432,416,씨제이이엔엠,송해성,"['주진모', '송승헌', '김강우', '조한선']","['이신성', '임형준', '이소희', '서태화', '김해곤']",,['핑거프린트']," 드라마, 액션 ",드라마,2010
350,351,원스어폰어타임,2008.1.31,"10,180,143,111",1562486,315,(유)씨에이치엔터테인먼트,정용기,"['박용우', '이보영']","['김수현', '성동일', '김응수', '안길강', '조희봉', '강규영']",['김명수'],['윈엔터테인먼트']," 액션, 코미디 ",액션,2008
351,352,야수와 미녀,2005.10.27,0,1561282,54,쇼박스,이계벽,"['류승범', '신민아']","['김강우', '손정민', '송민석', '함은정', '안길강']",,['시오필름'], 코미디 ,코미디,2005
352,353,도어락,2018.12.5,"12,803,157,486",1561258,954,플러스엠 엔터테인먼트,이권,"['공효진', '김성오']","['김예원', '조복래', '이가섭', '이천희']",,['영화사피어나']," 스릴러, 드라마 ",스릴러,2018
353,354,마파도2,2007.1.18,0,1560297,66,씨제이이엔엠,이상훈,"['김수미', '김영찬', '여운계', '이문식', '김지영', '이규한', '길해연']","['이유진', '김누리', '이철민']",['주현'],['코리아 엔터테인먼트'], 코미디 ,코미디,2007
354,355,용의자X,2012.10.18,"11,241,013,000",1552055,553,씨제이이엔엠,방은진,"['류승범', '이요원', '조진웅']","['김윤성', '김보라', '이석준', '임성민', '곽민호', '권해효', '남문철']","['명계남', '송영창']","['케이앤엔터테인먼트', '씨제이이엔엠']", 미스터리 ,미스터리,2012
355,356,도굴,2020.11.4,"13,960,989,670",1545281,"1,635",씨제이이엔엠,박정배,"['이제훈', '조우진', '신혜선', '임원희']",,,['싸이런픽쳐스'], 범죄 ,범죄,2020
356,357,클래식,2003.1.30,,1545107,49,시네마서비스,곽재용,"['손예진', '조승우', '조인성', '이성훈']","['이기우', '서영희', '이승철']",,['에그필름'], 드라마 ,드라마,2003
357,358,해바라기,2006.11.23,0,1543429,64,쇼박스,강석범,"['김래원', '김해숙', '허이재']","['김정태', '이준원', '한정수', '박성웅', '김병옥', '지대한']","['정은표', '박은혜']",['아이비젼엔터테인먼트']," 액션, 드라마, 가족, 범죄 ",액션,2006
358,359,외계+인 1부,2022.7.20,"15,987,826,548",1538504,"1,959",씨제이이엔엠,최동훈,"['류준열', '김우빈', '김태리', '소지섭', '염정아', '조우진', '김의성', '이하늬']","['신정근', '이시훈', '김대명', '최유리', '김기천', '윤병희', '지건우', '윤경호', '옥자연', '이현걸']","['김해숙', '유재명', '전여빈']",['케이퍼필름']," 액션, 판타지, SF ",액션,2022
359,360,정직한 후보,2020.2.12,"12,834,858,530",1535630,"1,187",넥스트엔터테인먼트월드(NEW),장유정,"['라미란', '김무열', '나문희', '윤경호', '장동주', '이서율']","['송영창', '온주완', '조한철', '손종학', '조수향', '윤세아', '김용림', '안세호', '김나윤', '고규필', '이도엽', '양나영', '주민찬', '김봉만', '우미화', '전진오']",['오만석'],"['수필름', '홍필름']", 코미디 ,코미디,2020
360,361,유감스러운 도시,2009.1.22,"10,300,187,478",1534911,375,씨제이이엔엠,김동원,"['정준호', '정웅인', '정운택', '김상중', '박상민']","['최경원', '노승범', '김홍식', '홍광석', '김형운', '박용기', '박유현', '이상민', '나현주', '김범석', '배경남', '김병용', '김대희', '정구영', '장현범', '이지인', '유준석', '윤승남', '정경훈', '이승우', '한고은', '강성필']","['지대한', '손지나', '전미선']",['주머니이엔티']," 코미디, 액션, 범죄 ",코미디,2009
361,362,작전,2009.2.12,"10,198,304,795",1534407,393,쇼박스,이호재,"['박용하', '박희순', '김민정', '김무열', '조덕현']","['김준성', '신지희', '박재웅', '권형준', '조재윤', '신현종', '전국환', '유승목', '김승훈']",,['영화사비단길']," 범죄, 드라마, 스릴러 ",범죄,2009
362,363,S 다이어리,2004.10.22,0,1531840,58,"씨제이이엔엠,아이러브시네마",권종관,"['공유', '홍윤희', '최우혁', '이현우', '김수로', '김선화', '김선아']",,,['아이필름홀딩스'], 코미디 ,코미디,2004
363,364,중천,2006.12.21,0,1531220,87,씨제이이엔엠,조동오,"['정우성', '김태희']","['정욱', '김광일', '신제문', '소이현', '김민범', '백경순', '백동현', '오세윤', '장혁진', '박정학', '박상욱']",,['나비픽처스']," 액션, 드라마, 판타지 ",액션,2006
364,365,내사랑 싸가지,2004.1.16,0,1513000,33,시네마서비스,신동엽,"['김재원', '진태현', '하지원']","['김지훈', '한민', '강정호', '김상혁', '유현호', '최용준', '김용건', '김창완']",['임혁필'],"['제이웰엔터테인먼트', '포이보스']", 코미디 ,코미디,2004
365,366,퍼펙트 게임,2011.12.21,"11,220,408,500",1507084,413,롯데쇼핑㈜롯데엔터테인먼트,박희곤,"['조승우', '양동근', '최정원']","['임지훈', '김동희', '신준호', '조찬형', '차현우', '문용식', '최민철', '이선진', '이성수', '박수환', '김지만', '조진웅', '손병호', '공정환', '김영민', '박서준']","['신현종', '이병준', '최일화']","['동아수출공사 -', '밀리언 스토리', '다세포클럽']", 드라마 ,드라마,2011
366,367,리틀 포레스트,2018.2.28,"11,924,818,185",1505560,884,플러스엠 엔터테인먼트,임순례,"['김태리', '류준열', '문소리', '진기주']","['김호', '전국향', '장재희']",['정준원'],['영화사수박'], 드라마 ,드라마,2018
367,368,더 게임,2008.1.30,"9,869,346,557",1496214,339,,윤인호,"['변희봉', '손현주', '신하균', '이혜영', '김혁', '이은성']","['박유리', '신정근', '한재영']",,['프라임엔터테인먼트'], 스릴러 ,스릴러,2008
368,369,부라더,2017.11.2,"11,783,109,998",1492903,889,플러스엠 엔터테인먼트,장유정,"['마동석', '이동휘', '이하늬']","['허성태', '송상은']","['서현철', '김강현']","['홍필름', '수필름']", 코미디 ,코미디,2017
369,370,B형 남자친구,2005.2.3,0,1485454,47,롯데쇼핑㈜롯데엔터테인먼트,최석원,"['이동건', '한지혜']","['김꽃비', '강기화', '최석주', '신이']",['김해곤'],['시네마제니스'], 코미디 ,코미디,2005
370,371,나의 특별한 형제,2019.5.1,"12,081,618,074",1478156,936,넥스트엔터테인먼트월드(NEW),육상효,"['신하균', '이광수', '이솜']","['박철민', '권해효', '길해연', '고봉구', '김경남', '김민석', '안지호', '우지현', '우지현', '김현빈', '윤정로', '김중기']",['김기천'],"['명필름', '조이래빗']"," 드라마, 코미디 ",드라마,2019
371,372,해무(海霧),2014.8.13,"11,706,502,519",1475472,584,넥스트엔터테인먼트월드(NEW),심성보,"['김윤석', '박유천', '한예리', '이희준', '문성근', '김상호', '유승목']","['기주봉', '권병길', '예수정', '염혜란', '정인기', '김영웅']","['윤제문', '조덕제']","['해무', '루이스 픽쳐스']", 드라마 ,드라마,2014
372,373,차이나타운,2015.4.29,"11,989,400,678",1472006,551,CGV아트하우스,한준희,"['김혜수', '김고은']","['엄태구', '박보검', '고경표', '이수경', '조현철']",['기주봉'],['폴룩스픽쳐스']," 범죄, 드라마 ",범죄,2015
373,374,스윙키즈,2018.12.19,"12,081,264,892",1471247,984,넥스트엔터테인먼트월드(NEW),강형철,"['도경수', '박혜수', '자레드그라임스', '오정세', '김민호']","['김은주', '송재룡', '주해은', '박진주', '박형수', '이규성']",,['안나푸르나필름'], 드라마 ,드라마,2018
374,375,잠,2023.9.6,"13,894,258,933",1470359,"1,231",롯데컬처웍스롯데엔터테인먼트,유재선,"['정유미', '이선균']","['김금순', '이동찬']","['김국희', '이경진', '윤경호']",['루이스 픽쳐스'], 미스터리 ,미스터리,2023
375,376,홀리데이,2006.1.19,0,1458896,42,롯데쇼핑㈜롯데엔터테인먼트,양윤호,"['이성재', '최민수']","['서경화', '김동현', '문영동', '차유경', '이얼', '이봉규', '장세진']",,['현진씨네마']," 드라마, 스릴러, 범죄 ",드라마,2006
376,377,각설탕,2006.8.10,0,1446820,65,씨제이이엔엠,이환경,"['임수정', '김유정', '박길수', '정경호']","['박은수', '김광규', '허재영', '신형철', '박태종', '배정윤', '양희진', '이태용', '이준철', '오태경', '김상호', '권병길', '김기천']",['유오성'],['싸이더스'], 드라마 ,드라마,2006
377,378,인간중독,2014.5.14,"11,284,787,400",1441964,682,넥스트엔터테인먼트월드(NEW),김대우,"['송승헌', '임지연', '설유진', '조여정', '온주완', '유해진']","['김정현', '전혜진', '배성우', '손지나', '송지인', '예수정']",['이승준'],['아이언팩키지']," 멜로/로맨스, 드라마 ",멜로/로맨스,2014
378,379,궁녀,2007.10.18,0,1438531,83,시네마서비스,김미정,"['박진희', '윤세아', '김윤아', '류정아', '임정은', '서영희']","['김남진', '김미경', '김현아', '김유라', '정예지', '박정민', '김은서', '박소희', '정재근', '유지연']",,['영화사아침']," 미스터리, 스릴러 ",미스터리,2007
379,380,주홍글씨,2004.10.29,0,1437549,76,쇼박스,변혁,"['성현아', '한석규', '이은주', '엄지원']",['정인기'],['김중기'],['엘제이필름']," 스릴러, 멜로/로맨스 ",스릴러,2004
380,381,탐정 홍길동: 사라진 마을,2016.5.4,"11,514,389,845",1430666,764,씨제이이엔엠,조성희,"['이제훈', '김성균']","['박근형', '정성화', '고아라', '노정의', '김하나', '유승목', '김하나', '이민웅']",,['영화사비단길']," 드라마, 액션 ",드라마,2016
381,382,외계+인 2부,2024.1.10,"13,792,326,337",1430121,"1,390",씨제이이엔엠,최동훈,"['류준열', '김태리', '김우빈', '이하늬', '염정아', '조우진', '김의성', '진선규']","['신정근', '윤경호', '이시훈']",,['케이퍼필름'], 기타 ,기타,2024
382,383,보이스,2021.9.15,"14,025,546,720",1426357,"1,296",씨제이이엔엠,김선,"['변요한', '김무열', '김희원', '박명훈']","['이주영', '조재윤', '이규성', '이운산']","['원진아', '최병모', '손종학', '민성욱', '손병호', '기주봉', '차순배']",['수필름']," 범죄, 액션 ",범죄,2021
383,384,런닝맨,2013.4.4,"10,060,239,500",1422844,567,이십세기폭스코리아,조동오,"['신하균', '이태리', '김상호', '조은지', '오정세']","['주현', '김의성', '정석용', '남경읍', '김태훈']",['박상욱'],"['크리픽쳐스', '이십세기폭스 인터내셔널 프로덕션 20']"," 액션, 코미디 ",액션,2013
384,385,조폭마누라,2001.9.27,0,1419972,0,,조진규,"['신은경', '안재모', '권용운', '최은주']","['박상면', '안성민', '방성민']",['안석환'],['현진씨네마'], 코미디 ,코미디,2001
385,386,검은 집,2007.6.21,0,1408882,71,씨제이이엔엠,신태라,"['황정민', '유선', '강신일']","['김혜정', '유승목', '정인기']",,"['씨제이이엔엠', '가도카와헤럴드픽쳐스']"," 스릴러, 미스터리, 공포(호러) ",스릴러,2007
386,387,구르믈 버서난 달처럼,2010.4.28,"10,408,565,262",1407681,509,에스케이텔레콤,이준익,"['황정민', '차승원', '한지혜', '백성현']","['송영창', '신정근', '이해영', '김창완', '박윤호']","['김보연', '김상호']","['영화사아침', '타이거픽쳐스']"," 사극, 액션 ",사극,2010
387,388,허브,2007.1.11,0,1406199,57,쇼박스,허인무,"['강혜정', '정경호', '배종옥']","['이미영', '이영유', '이원종']",,['케이엠컬쳐'], 드라마 ,드라마,2007
388,389,똥개,2003.7.16,0,1394000,39,쇼이스트,곽경택,"['정우성', '엄지원', '김명진', '김정태']","['허욱', '이태준', '김상호', '천명재']",,['진인사필름'], 드라마 ,드라마,2003
389,390,달짝지근해: 7510,2023.8.15,"13,445,519,901",1388309,884,마인드마크,이한,"['유해진', '김희선', '차인표', '진선규', '한선화', '정다은']","['이준혁', '이지훈', '윤병희', '김서현', '김기천', '현봉식', '기소유', '이동용', '최교식', '이승훈', '임승범', '안주리']","['정우성', '염혜란', '임시완', '고아성', '우현', '이호철']",['무비락'], 코미디 ,코미디,2023
390,391,기억의 밤,2017.11.29,"10,652,346,660",1387599,751,"플러스엠 엔터테인먼트,주식회사 키위컴퍼니",장항준,"['강하늘', '김무열', '문성근', '나영희']","['남명렬', '이나라']",,['비에이엔터테인먼트']," 미스터리, 스릴러 ",미스터리,2017
391,392,골든슬럼버,2018.2.14,"11,412,768,798",1387508,833,씨제이이엔엠,노동석,"['강동원', '김의성', '한효주', '김성균', '김대명', '박다은']","['유재명', '김재영', '조영진', '김건']","['윤계상', '김유정']",['영화사 집']," 범죄, 드라마 ",범죄,2018
392,393,역도산,2004.12.15,0,1386179,70,씨제이이엔엠,송해성,"['설경구', '이명수']",,,"['싸이더스', '싸이더스픽쳐스']", 드라마 ,드라마,2004
393,394,브이아이피,2017.8.23,"10,956,621,835",1373316,996,워너브러더스 코리아,박훈정,"['장동건', '김명민', '박희순', '이종석']","['오대환', '유재명']",,"['영화사 금월', '페퍼민트앤컴퍼니']"," 범죄, 드라마 ",범죄,2017
394,395,분홍신,2005.6.30,0,1371122,54,쇼박스,김용균,"['김혜수', '박선혜', '이용녀']","['김성수', '박연아', '송보경', '고수희']",['이얼'],"['청년필름', '씨네클릭 아시아팬텀', '아이앤코스모스시네와이즈필름']", 공포(호러) ,공포(호러),2005
395,396,특별시민,2017.4.26,"10,494,768,945",1362634,"1,154",쇼박스,박인제,"['최민식', '곽도원', '심은경', '문소리', '라미란', '류혜영', '이기홍']","['진선규', '이수경', '서이숙', '강신철', '이윤희']",['이주연'],['팔레트픽처스'], 드라마 ,드라마,2017
396,397,차형사,2012.5.30,"9,752,555,296",1346754,433,씨제이이엔엠,신태라,"['강지환', '성유리', '이수혁', '김영광', '신민철']","['신정근', '박정학', '이희준', '라미란', '박보검', '주영호', '미람', '손병욱']",['김우빈'],['썸머트리 주식회사']," 코미디, 액션 ",코미디,2012
397,398,은교,2012.4.25,"9,917,728,000",1346274,521,롯데쇼핑㈜롯데엔터테인먼트,정지우,"['박해일', '김무열', '김고은']",['정만식'],,"['정지우 필름', '렛츠필름 ’']", 멜로/로맨스 ,멜로/로맨스,2012
398,399,궁합,2018.2.28,"10,478,875,438",1340117,966,씨제이이엔엠,홍창표,"['심은경', '이승기']","['김상경', '연우진', '강민혁', '최우식', '조복래', '박선영', '강현우', '김서현', '조수향']","['윤유선', '최민호']",['주피터필름']," 코미디, 드라마 ",코미디,2018
399,400,해적: 도깨비 깃발,2022.1.26,"12,523,963,990",1339242,"1,708",롯데컬처웍스롯데엔터테인먼트,김정훈,"['강하늘', '한효주', '이광수', '권상우']","['채수빈', '오세훈', '김성오', '박지환']",,"['어뉴', '오스카10스튜디오']"," 어드벤처, 액션, 코미디 ",어드벤처,2022
400,401,미스터 고,2013.7.17,"9,337,990,000",1328890,840,쇼박스,김용화,"['서교', '성동일']","['김예원', '조재윤', '변희봉', '김인우', '김희원', '김고은', '이양희', '김응수', '김기천']",['김성주'],"['덱스터필름', '광대무변', '컨텐츠아이']"," 코미디, 드라마 ",코미디,2013
401,402,청담보살,2009.11.11,"9,687,687,439",1321005,404,넥스트엔터테인먼트월드(NEW),김진영,"['임창정', '박예진']","['이준혁', '박미선', '서영희', '양택조', '박효주', '김희원']","['이철민', '길해연']",['전망좋은 영화사']," 멜로/로맨스, 코미디 ",멜로/로맨스,2009
402,403,사라진 밤,2018.3.7,"10,697,981,316",1315726,925,키다리이엔티,이창희,"['김상경', '김강우', '김희애']","['서현우', '이민지', '이지훈', '최윤석']","['김지영', '경수진']","['싸이더스', '엠씨엠씨', '더블앤조이픽쳐스']", 스릴러 ,스릴러,2018
403,404,싸움의 기술,2006.1.5,0,1313727,54,씨제이이엔엠,신한솔,"['백윤식', '재희', '이동진']","['김응수', '최여진', '권병길', '박기웅', '손병욱']","['길해연', '조상건', '조성하']",['코리아 엔터테인먼트'], 코미디 ,코미디,2006
404,405,간첩,2012.9.20,"9,316,548,500",1310895,576,롯데쇼핑㈜롯데엔터테인먼트,우민호,"['김명민', '염정아', '유해진', '변희봉', '정겨운']","['정만식', '이승호', '오나라', '천보근', '박진우']","['김민재', '오광록']",['영화사울림']," 드라마, 코미디, 액션 ",드라마,2012
405,406,영화는 영화다,2008.9.11,"8,943,849,000",1307688,326,㈜스튜디오이쩜영,장훈,"['소지섭', '강지환', '김태웅']","['홍수현', '고창석', '허태희', '송용태', '한기중']",,"['김기덕 필름', '염화미소']"," 액션, 드라마, 범죄 ",액션,2008
406,407,장산범,2017.8.17,"10,341,783,083",1306438,711,넥스트엔터테인먼트월드(NEW),허정,"['염정아', '박혁권']","['허진', '신린아', '방유설', '이준혁', '이주원', '노수산나']",['김수안'],['드림캡쳐']," 미스터리, 스릴러 ",미스터리,2017
407,408,만남의 광장,2007.8.15,0,1306434,52,쇼박스,김종진,"['임창정', '박진희', '김수미', '류승범', '최우혁', '최무인']","['심원철', '박경순', '이한위']",['김광규'],['씨와이필름'], 코미디 ,코미디,2007
408,409,못말리는 결혼,2007.5.10,0,1304431,70,롯데쇼핑㈜롯데엔터테인먼트,김성욱,"['김수미', '김애경', '유진', '하석진', '임채무', '임채무']","['윤다훈', '성은']",,"['컬처캡미디어', '엠넷미디어']", 코미디 ,코미디,2007
409,410,최강로맨스,2007.1.25,0,1299274,51,쇼박스,김정우,"['이동욱', '현영']","['이도겸', '주석태']",['이미은'],"['더드림앤드픽쳐스', '디알엠엔터테인먼트']"," 멜로/로맨스, 코미디 ",멜로/로맨스,2007
